tx.date	measurement.date	media.batch.date	source.plate	plate.name.in.source.fcs	glu	gal	xml.template.name	plate	mask.transformation	mask.scoring	keep.plate	special.analysis.required	biol.rep	comments
1706x1	170706	170704	Plate_009	Plate_012	0	1	170706-PlateSet_001.xml	170706-Plate_012	NA	NA	TRUE	FALSE	2	'NA'
1706x1	170706	170704	Plate_010	Plate_013	0	1	170706-PlateSet_002.xml	170706-Plate_013	NA	NA	TRUE	FALSE	1	'NA'
1706x1	170706	170704	Plate_010	Plate_014	0	1	170706-PlateSet_002.xml	170706-Plate_014	NA	NA	TRUE	FALSE	2	'NA'
1706x1	170706	170704	Plate_011	Plate_015	0	1	170706-PlateSet_002.xml	170706-Plate_015	NA	NA	TRUE	FALSE	1	'NA'
1706x1	170706	170704	Plate_011	Plate_016	0	1	170706-PlateSet_002.xml	170706-Plate_016	NA	NA	TRUE	FALSE	2	'NA'
1706x1	170706	170704	Plate_012	Plate_017	0	1	170706-PlateSet_002.xml	170706-Plate_017	NA	NA	TRUE	FALSE	1	'NA'
1706x1	170706	170704	Plate_012	Plate_018	0	1	170706-PlateSet_002.xml	170706-Plate_018	NA	NA	TRUE	FALSE	2	'NA'
1706x1	170706	170704	Plate_013	Plate_019	0	1	170706-PlateSet_002.xml	170706-Plate_019	NA	NA	TRUE	FALSE	1	'NA'
1706x1	170706	170704	Plate_013	Plate_020	0	1	170706-PlateSet_002.xml	170706-Plate_020	NA	NA	TRUE	FALSE	2	'NA'
1706x1	170706	170704	Plate_014	Plate_021	0	1	170706-PlateSet_002.xml	170706-Plate_021	NA	NA	TRUE	FALSE	1	'NA'
1706x1	170706	170704	Plate_014	Plate_022	0	1	170706-PlateSet_002.xml	170706-Plate_022	NA	NA	TRUE	FALSE	2	'NA'
1706x1	170706	170704	Plate_015	Plate_023	0	1	170706-PlateSet_002.xml	170706-Plate_023	NA	NA	TRUE	FALSE	1	'NA'
1706x1	170706	170704	Plate_015	Plate_024	0	1	170706-PlateSet_002.xml	170706-Plate_024	NA	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_025	Plate_001	1	0	170707-PlateSet_001.xml	170707-Plate_001	A1 B3 B6 B7 E1 G7 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_025	Plate_002	1	0	170707-PlateSet_001.xml	170707-Plate_002	A1 B3 B6 B7 E1 G7 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_029	Plate_003	1	0	170707-PlateSet_001.xml	170707-Plate_003	C7 D9 G7 H9 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_029	Plate_004	1	0	170707-PlateSet_001.xml	170707-Plate_004	C7 D9 G7 H9 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_030	Plate_005	1	0	170707-PlateSet_001.xml	170707-Plate_005	C7 D9 H9 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_030	Plate_006	1	0	170707-PlateSet_001.xml	170707-Plate_006	C7 D9 H9 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_031	Plate_007	1	0	170707-PlateSet_001.xml	170707-Plate_007	C7 A5 B5 C5 D5 E5 F5 G5 H5	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_031	Plate_008	1	0	170707-PlateSet_001.xml	170707-Plate_008	C7 A5 B5 C5 D5 E5 F5 G5 H5	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_032	Plate_009	1	0	170707-PlateSet_001.xml	170707-Plate_009	E1 E1 E3 E4 E5 E6 E7 E8 E9 E10 E11 E12	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_032	Plate_010	1	0	170707-PlateSet_001.xml	170707-Plate_010	E1 E1 E3 E4 E5 E6 E7 E8 E9 E10 E11 E12	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_033	Plate_011	1	0	170707-PlateSet_001.xml	170707-Plate_011	C7 D9 G7 H9 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_033	Plate_012	1	0	170707-PlateSet_001.xml	170707-Plate_012	C7 D9 G7 H9 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_034	Plate_013	1	0	170707-PlateSet_002.xml	170707-Plate_013	C7 H9 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_034	Plate_014	1	0	170707-PlateSet_002.xml	170707-Plate_014	C7 H9 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_035	Plate_015	1	0	170707-PlateSet_002.xml	170707-Plate_015	G7	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_035	Plate_016	1	0	170707-PlateSet_002.xml	170707-Plate_016	G7	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_036	Plate_017	1	0	170707-PlateSet_002.xml	170707-Plate_017	C7 H9 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_036	Plate_018	1	0	170707-PlateSet_002.xml	170707-Plate_018	C7 H9 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_037	Plate_019	1	0	170707-PlateSet_002.xml	170707-Plate_019	C7 E1 E2 E3 E4 E5 E6 E7 E8 E9 E10 E11 E12 F1 F2 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 G1 G2 G3 G4 G5 G6 G7 G8 G9 G10 G11 G12 H1 H2 H3 H4 H5 H6 H7 H8 H9 H10 H11 H12 	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_037	Plate_020	1	0	170707-PlateSet_002.xml	170707-Plate_020	C7 E1 E2 E3 E4 E5 E6 E7 E8 E9 E10 E11 E12 F1 F2 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 G1 G2 G3 G4 G5 G6 G7 G8 G9 G10 G11 G12 H1 H2 H3 H4 H5 H6 H7 H8 H9 H10 H11 H12 	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_038	Plate_021	1	0	170707-PlateSet_002.xml	170707-Plate_021	D9 D10 G7 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_038	Plate_022	1	0	170707-PlateSet_002.xml	170707-Plate_022	D9 D10 G7 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170707	170704	Plate_039	Plate_023	1	0	170707-PlateSet_002.xml	170707-Plate_023	B3 H7 H9	NA	TRUE	FALSE	1	'NA'
1706x2	170707	170704	Plate_039	Plate_024	1	0	170707-PlateSet_002.xml	170707-Plate_024	B3 H7 H9	NA	TRUE	FALSE	2	'NA'
1706x2	170708	170704	Plate_025	Plate_001	0	1	170708-PlateSet_001.xml	170708-Plate_001	A1 B3 B6 B7 E1 G7 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_025	Plate_002	0	1	170708-PlateSet_001.xml	170708-Plate_002	A1 B3 B6 B7 E1 G7 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170708	170704	Plate_029	Plate_003	0	1	170708-PlateSet_001.xml	170708-Plate_003	C7 D9 G7 H9 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_029	Plate_004	0	1	170708-PlateSet_001.xml	170708-Plate_004	C7 D9 G7 H9 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170708	170704	Plate_030	Plate_005	0	1	170708-PlateSet_001.xml	170708-Plate_005	C7 D9 H9 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_030	Plate_006	0	1	170708-PlateSet_001.xml	170708-Plate_006	C7 D9 H9 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170708	170704	Plate_031	Plate_007	0	1	170708-PlateSet_001.xml	170708-Plate_007	C7 A5 B5 C5 D5 E5 F5 G5 H5	NA	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_031	Plate_008	0	1	170708-PlateSet_001.xml	170708-Plate_008	C7 A5 B5 C5 D5 E5 F5 G5 H5	NA	TRUE	FALSE	2	'NA'
1706x2	170708	170704	Plate_032	Plate_009	0	1	170708-PlateSet_001.xml	170708-Plate_009	E1 E1 E3 E4 E5 E6 E7 E8 E9 E10 E11 E12	NA	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_032	Plate_010	0	1	170708-PlateSet_001.xml	170708-Plate_010	E1 E1 E3 E4 E5 E6 E7 E8 E9 E10 E11 E12	NA	TRUE	FALSE	2	'NA'
1706x2	170708	170704	Plate_033	Plate_011	0	1	170708-PlateSet_001.xml	170708-Plate_011	C7 D9 G7 H9 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_033	Plate_012	0	1	170708-PlateSet_001.xml	170708-Plate_012	C7 D9 G7 H9 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170708	170704	Plate_034	Plate_013	0	1	170708-PlateSet_002.xml	170708-Plate_013	C7 H9 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_034	Plate_014	0	1	170708-PlateSet_002.xml	170708-Plate_014	C7 H9 H10	NA	TRUE	FALSE	2	'The source folder and .fcs files for this plate have been lost.'
1706x2	170708	170704	Plate_035	Plate_015	0	1	170708-PlateSet_002.xml	170708-Plate_015	G7	C11 G11	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_035	Plate_016	0	1	170708-PlateSet_002.xml	170708-Plate_016	G7	NA	TRUE	FALSE	2	'NA'
1706x2	170708	170704	Plate_036	Plate_017	0	1	170708-PlateSet_002.xml	170708-Plate_017	C7 H9 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_036	Plate_018	0	1	170708-PlateSet_002.xml	170708-Plate_018	C7 H9 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170708	170704	Plate_037	Plate_019	0	1	170708-PlateSet_002.xml	170708-Plate_019	C7 E1 E2 E3 E4 E5 E6 E7 E8 E9 E10 E11 E12 F1 F2 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 G1 G2 G3 G4 G5 G6 G7 G8 G9 G10 G11 G12 H1 H2 H3 H4 H5 H6 H7 H8 H9 H10 H11 H12 	NA	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_037	Plate_020	0	1	170708-PlateSet_002.xml	170708-Plate_020	C7 E1 E2 E3 E4 E5 E6 E7 E8 E9 E10 E11 E12 F1 F2 F3 F4 F5 F6 F7 F8 F9 F10 F11 F12 G1 G2 G3 G4 G5 G6 G7 G8 G9 G10 G11 G12 H1 H2 H3 H4 H5 H6 H7 H8 H9 H10 H11 H12 	NA	TRUE	FALSE	2	'NA'
1706x2	170708	170704	Plate_038	Plate_021	0	1	170708-PlateSet_002.xml	170708-Plate_021	D9 D10 G7 H10	NA	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_038	Plate_022	0	1	170708-PlateSet_002.xml	170708-Plate_022	D9 D10 G7 H10	NA	TRUE	FALSE	2	'NA'
1706x2	170708	170704	Plate_039	Plate_023	0	1	170708-PlateSet_002.xml	170708-Plate_023	B3 H7 H9	NA	TRUE	FALSE	1	'NA'
1706x2	170708	170704	Plate_039	Plate_024	0	1	170708-PlateSet_002.xml	170708-Plate_024	B3 H7 H9	NA	TRUE	FALSE	2	'NA'
1706x3	170711	170710	Plate_049	Plate_001	1	0	170711-PlateSet_001.xml	170711-Plate_001	NA	G1 G2 G3 G4 G5 G6 G7 G8 G9 G10 G11 G12 H1 H2 H3 H4 H5 H6 H7 H8 H9 H10 H11 H12	TRUE	FALSE	1	'NA'
1706x3	170711	170710	Plate_049	Plate_002	1	0	170711-PlateSet_001.xml	170711-Plate_002	NA	G1 G2 G3 G4 G5 G6 G7 G8 G9 G10 G11 G12 H1 H2 H3 H4 H5 H6 H7 H8 H9 H10 H11 H12	TRUE	FALSE	2	'NA'
1706x3	170711	170710	Plate_050	Plate_003	1	0	170711-PlateSet_001.xml	170711-Plate_003	NA	E9 E10 E12	TRUE	FALSE	1	'NA'
1706x3	170711	170710	Plate_050	Plate_004	1	0	170711-PlateSet_001.xml	170711-Plate_004	NA	E9 E10 E12	TRUE	FALSE	2	'NA'
1706x3	170711	170710	Plate_051	Plate_005	1	0	170711-PlateSet_001.xml	170711-Plate_005	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170711	170710	Plate_051	Plate_006	1	0	170711-PlateSet_001.xml	170711-Plate_006	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170711	170710	Plate_052	Plate_007	1	0	170711-PlateSet_001.xml	170711-Plate_007	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170711	170710	Plate_052	Plate_008	1	0	170711-PlateSet_001.xml	170711-Plate_008	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170711	170710	Plate_053	Plate_009	1	0	170711-PlateSet_001.xml	170711-Plate_009	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170711	170710	Plate_053	Plate_010	1	0	170711-PlateSet_001.xml	170711-Plate_010	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170711	170710	Plate_054	Plate_011	1	0	170711-PlateSet_001.xml	170711-Plate_011	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170711	170710	Plate_054	Plate_012	1	0	170711-PlateSet_001.xml	170711-Plate_012	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170711	170710	Plate_055	Plate_013	1	0	170711-PlateSet_002.xml	170711-Plate_013	D1 D2 D3 D4 D5 D6 D7 D8 D9 D10 D11 D12	NA	TRUE	FALSE	1	'NA'
1706x3	170711	170710	Plate_055	Plate_014	1	0	170711-PlateSet_002.xml	170711-Plate_014	D1 D2 D3 D4 D5 D6 D7 D8 D9 D10 D11 D12	NA	TRUE	FALSE	2	'NA'
1706x3	170711	170710	Plate_056	Plate_015	1	0	170711-PlateSet_002.xml	170711-Plate_015	B1 B2 B3	NA	TRUE	FALSE	1	'NA'
1706x3	170711	170710	Plate_056	Plate_016	1	0	170711-PlateSet_002.xml	170711-Plate_016	B1 B2 B3	NA	TRUE	FALSE	2	'NA'
1706x3	170711	170710	Plate_059	Plate_017	1	0	170711-PlateSet_002.xml	170711-Plate_017	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170711	170710	Plate_059	Plate_018	1	0	170711-PlateSet_002.xml	170711-Plate_018	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170711	170710	Plate_061	Plate_019	1	0	170711-PlateSet_002.xml	170711-Plate_019	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170711	170710	Plate_061	Plate_020	1	0	170711-PlateSet_002.xml	170711-Plate_020	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170711	170710	Plate_062	Plate_021	1	0	170711-PlateSet_002.xml	170711-Plate_021	NA	E6	TRUE	TRUE	1	'NA'
1706x3	170711	170710	Plate_062	Plate_022	1	0	170711-PlateSet_002.xml	170711-Plate_022	NA	E6	TRUE	TRUE	2	'Brought to room temperature, then put back at 4C overnight. Make sure this plate matches the biological replicate which was not put at 4c overnight.'
1706x3	170711	170710	Plate_063	Plate_023	1	0	170711-PlateSet_002.xml	170711-Plate_023	NA	NA	TRUE	TRUE	1	'if the other plate 170712-Plate_022 is fucked up, then this one is too and must be discarded.'
1706x3	170711	170710	Plate_063	Plate_024	1	0	170711-PlateSet_002.xml	170711-Plate_024	NA	NA	TRUE	TRUE	2	'if the other plate 170712-Plate_022 is fucked up, then this one is too and must be discarded.'
1706x3	170712	170710	Plate_049	Plate_001	0	1	170712-PlateSet_001.xml	170712-Plate_001	NA	G1 G2 G3 G4 G5 G6 G7 G8 G9 G10 G11 G12 H1 H2 H3 H4 H5 H6 H7 H8 H9 H10 H11 H12	TRUE	FALSE	1	'NA'
1706x3	170712	170710	Plate_049	Plate_002	0	1	170712-PlateSet_001.xml	170712-Plate_002	NA	G1 G2 G3 G4 G5 G6 G7 G8 G9 G10 G11 G12 H1 H2 H3 H4 H5 H6 H7 H8 H9 H10 H11 H12	TRUE	FALSE	2	'NA'
1706x3	170712	170710	Plate_050	Plate_003	0	1	170712-PlateSet_001.xml	170712-Plate_003	NA	E9 E10 E12	TRUE	FALSE	1	'NA'
1706x3	170712	170710	Plate_050	Plate_004	0	1	170712-PlateSet_001.xml	170712-Plate_004	NA	E9 E10 E12	TRUE	FALSE	2	'NA'
1706x3	170712	170710	Plate_051	Plate_005	0	1	170712-PlateSet_001.xml	170712-Plate_005	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170712	170710	Plate_051	Plate_006	0	1	170712-PlateSet_001.xml	170712-Plate_006	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170712	170710	Plate_052	Plate_007	0	1	170712-PlateSet_001.xml	170712-Plate_007	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170712	170710	Plate_052	Plate_008	0	1	170712-PlateSet_001.xml	170712-Plate_008	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170712	170710	Plate_053	Plate_009	0	1	170712-PlateSet_001.xml	170712-Plate_009	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170712	170710	Plate_053	Plate_010	0	1	170712-PlateSet_001.xml	170712-Plate_010	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170712	170710	Plate_054	Plate_011	0	1	170712-PlateSet_001.xml	170712-Plate_011	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170712	170710	Plate_054	Plate_012	0	1	170712-PlateSet_001.xml	170712-Plate_012	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170712	170710	Plate_055	Plate_013	0	1	170712-PlateSet_002.xml	170712-Plate_013	D1 D2 D3 D4 D5 D6 D7 D8 D9 D10 D11 D12	NA	TRUE	FALSE	1	'NA'
1706x3	170712	170710	Plate_055	Plate_014	0	1	170712-PlateSet_002.xml	170712-Plate_014	D1 D2 D3 D4 D5 D6 D7 D8 D9 D10 D11 D12	NA	TRUE	FALSE	2	'NA'
1706x3	170712	170710	Plate_056	Plate_015	0	1	170712-PlateSet_002.xml	170712-Plate_015	B1 B2 B3	NA	TRUE	FALSE	1	'NA'
1706x3	170712	170710	Plate_056	Plate_016	0	1	170712-PlateSet_002.xml	170712-Plate_016	B1 B2 B3	NA	TRUE	FALSE	2	'NA'
1706x3	170712	170710	Plate_059	Plate_017	0	1	170712-PlateSet_002.xml	170712-Plate_017	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170712	170710	Plate_059	Plate_018	0	1	170712-PlateSet_002.xml	170712-Plate_018	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170712	170710	Plate_061	Plate_019	0	1	170712-PlateSet_002.xml	170712-Plate_019	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170712	170710	Plate_061	Plate_020	0	1	170712-PlateSet_002.xml	170712-Plate_020	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170712	170710	Plate_062	Plate_021	0	1	170712-PlateSet_002.xml	170712-Plate_021	NA	E6	TRUE	TRUE	1	'NA'
1706x3	170712	170710	Plate_062	Plate_022	0	1	170712-PlateSet_002.xml	170712-Plate_022	NA	E6	TRUE	TRUE	2	'Brought to room temperature, then put back at 4C overnight. Make sure this plate matches the biological replicate which was not put at 4c overnight.'
1706x3	170712	170710	Plate_063	Plate_023	0	1	170712-PlateSet_002.xml	170712-Plate_023	NA	NA	TRUE	TRUE	1	'if the other plate 170712-Plate_022 is fucked up, then this one is too and must be discarded.'
1706x3	170712	170710	Plate_063	Plate_024	0	1	170712-PlateSet_002.xml	170712-Plate_024	NA	NA	TRUE	TRUE	2	'if the other plate 170712-Plate_022 is fucked up, then this one is too and must be discarded.'
1706x1	170713	170710	Plate_002	Plate_001	1	0	170713-PlateSet_001.xml	170713-Plate_001	NA	D10 F7 G6	TRUE	FALSE	1	'NA'
1706x1	170713	170710	Plate_002	Plate_002	1	0	170713-PlateSet_001.xml	170713-Plate_002	NA	D10 F7 G6	TRUE	FALSE	2	'NA'
1706x1	170713	170710	Plate_003	Plate_003	1	0	170713-PlateSet_001.xml	170713-Plate_003	NA	NA	TRUE	FALSE	1	'NA'
1706x1	170713	170710	Plate_003	Plate_004	1	0	170713-PlateSet_001.xml	170713-Plate_004	NA	NA	TRUE	FALSE	2	'NA'
1706x1	170713	170710	Plate_004	Plate_005	1	0	170713-PlateSet_001.xml	170713-Plate_005	NA	A4 B3 C4 E1 E2 E3 E4 D2 D4 F1 F2 F3 G3	TRUE	FALSE	1	'NA'
1706x1	170713	170710	Plate_004	Plate_006	1	0	170713-PlateSet_001.xml	170713-Plate_006	NA	A4 B3 C4 E1 E2 E3 E4 D2 D4 F1 F2 F3 G3	TRUE	FALSE	2	'NA'
1706x1	170713	170710	Plate_016	Plate_007	1	0	170713-PlateSet_001.xml	170713-Plate_007	NA	NA	TRUE	FALSE	1	'NA'
1706x1	170713	170710	Plate_016	Plate_008	1	0	170713-PlateSet_001.xml	170713-Plate_008	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170713	170710	Plate_060	Plate_009	1	0	170713-PlateSet_001.xml	170713-Plate_009	NA	C4	TRUE	FALSE	1	'NA'
1706x3	170713	170710	Plate_060	Plate_010	1	0	170713-PlateSet_001.xml	170713-Plate_010	NA	C4	TRUE	FALSE	2	'NA'
1706x3	170713	170710	Plate_063	Plate_011	1	0	170713-PlateSet_001.xml	170713-Plate_011	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170713	170710	Plate_063	Plate_012	1	0	170713-PlateSet_001.xml	170713-Plate_012	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170713	170710	Plate_064	Plate_013	1	0	170713-PlateSet_002.xml	170713-Plate_013	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170713	170710	Plate_064	Plate_014	1	0	170713-PlateSet_002.xml	170713-Plate_014	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170713	170710	Plate_065	Plate_015	1	0	170713-PlateSet_002.xml	170713-Plate_015	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170713	170710	Plate_065	Plate_016	1	0	170713-PlateSet_002.xml	170713-Plate_016	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170713	170710	Plate_066	Plate_017	1	0	170713-PlateSet_002.xml	170713-Plate_017	NA	NA	TRUE	FALSE	1	'NA'
1706x3	170713	170710	Plate_066	Plate_018	1	0	170713-PlateSet_002.xml	170713-Plate_018	NA	NA	TRUE	FALSE	2	'NA'
1706x3	170713	170710	Plate_067	Plate_019	1	0	170713-PlateSet_002.xml	170713-Plate_019	NA	NA	TRUE	FALSE	1	'NA'
